transaction_id,account_id,merchant_id,transaction_ts,amount,direction
t0037723,a000685,m085,2024-11-24 03:42:47,11.92,debit
t0037724,a001054,m040,2024-11-13 04:39:19,78.99,debit
t0037725,a001362,m039,2024-10-17 14:47:14,43.83,debit
t0037726,a000725,m038,2024-08-27 15:54:21,38.57,debit
t0037727,a000200,m001,2024-10-31 19:03:21,22.34,debit
t0037728,a000222,m063,2024-09-16 16:42:06,25.79,debit
t0037729,a001467,m090,2024-09-01 18:03:21,13.83,debit
t0037730,a001442,m035,2024-10-19 01:32:33,40.5,debit
t0037731,a001431,m086,2024-11-02 04:53:49,23.37,debit
t0037732,a001307,m022,2024-07-23 12:38:46,12.7,debit
t0037733,a000620,m075,2024-10-23 08:24:29,10.1,debit
t0037734,a000001,m054,2024-12-10 01:39:55,19.0,debit
t0037735,a000369,m030,2024-11-08 19:00:23,3.36,debit
t0037736,a000941,m058,2024-12-06 18:28:42,30.42,debit
t0037737,a000055,m037,2024-08-26 03:39:56,9.38,debit
t0037738,a000971,m063,2024-12-21 11:12:00,27.74,debit
t0037739,a000273,m047,2024-10-10 23:03:28,171.09,debit
t0037740,a000841,m039,2024-10-07 08:52:41,15.4,debit
t0037741,a000144,m040,2024-10-14 05:52:14,23.45,credit
t0037742,a000552,m067,2024-09-05 10:31:25,28.95,debit
t0037743,a000381,m054,2024-08-16 22:45:34,50.33,debit
t0037744,a000156,m050,2024-09-15 18:35:32,36.43,debit
t0037745,a000816,m057,2024-09-05 19:39:26,11.54,debit
t0037746,a000107,m040,2024-08-19 18:23:56,102.92,debit
t0037747,a000601,m034,2024-12-28 18:53:05,32.71,credit
t0037748,a001219,m028,2024-09-21 10:30:50,44.43,debit
t0037749,a000236,m016,2024-10-21 04:27:05,21.39,debit
t0037750,a000884,m081,2024-07-08 14:15:20,10.34,debit
t0037751,a001010,m096,2024-08-11 15:16:29,14.08,debit
t0037752,a000375,m005,2024-12-15 15:52:04,26.38,debit
t0037753,a000377,m100,2024-12-31 12:04:22,36.36,debit
t0037754,a000135,m026,2024-07-11 05:57:02,46.37,debit
t0037755,a001181,m029,2024-11-21 04:53:07,11.49,debit
t0037756,a000663,m052,2024-10-31 18:29:56,27.99,debit
t0037757,a000631,m005,2024-09-12 13:50:18,167.85,debit
t0037758,a001424,m090,2024-08-29 18:27:45,7.92,debit
t0037759,a000227,m062,2024-07-25 22:57:26,26.26,debit
t0037760,a000409,m091,2024-09-01 00:51:24,77.28,debit
t0037761,a001160,m056,2024-08-26 09:40:50,56.91,credit
t0037762,a000284,m029,2024-08-27 21:41:24,6.73,debit
t0037763,a000898,m022,2024-10-24 17:43:17,36.72,debit
t0037764,a000505,m060,2024-09-29 05:59:31,21.57,credit
t0037765,a000263,m046,2024-09-04 05:28:06,30.91,debit
t0037766,a000569,m025,2024-12-16 00:00:02,3.99,debit
t0037767,a000174,m085,2024-11-01 13:08:13,19.44,debit
t0037768,a000337,m017,2024-12-18 01:02:00,36.29,debit
t0037769,a001436,m004,2024-09-24 12:25:24,14.74,debit
t0037770,a000502,m028,2024-11-11 22:53:50,10.64,debit
t0037771,a000276,m031,2024-07-31 18:23:35,2.26,credit
t0037772,a000379,m078,2024-11-26 03:15:40,90.66,debit
t0037773,a000151,m043,2024-08-23 07:59:25,33.35,debit
t0037774,a001387,m009,2024-09-22 18:26:02,13.85,debit
t0037775,a001298,m011,2024-11-18 07:50:30,71.49,debit
t0037776,a000937,m069,2024-11-28 23:03:13,24.11,debit
t0037777,a001268,m028,2024-07-14 20:49:59,269.79,credit
t0037778,a001342,m047,2024-12-28 01:49:16,4.56,debit
t0037779,a000776,m075,2024-12-15 12:01:49,158.14,debit
t0037780,a000935,m086,2024-08-26 16:45:12,26.3,debit
t0037781,a000933,m023,2024-07-17 03:02:04,11.34,debit
t0037782,a000856,m054,2024-12-11 22:01:30,306.14,debit
t0037783,a001138,m023,2024-10-13 03:10:32,33.93,debit
t0037784,a000503,m081,2024-12-01 00:56:15,22.16,debit
t0037785,a000842,m082,2024-12-15 03:02:38,23.38,debit
t0037786,a000215,m050,2024-10-22 13:52:41,15.02,debit
t0037787,a001454,m045,2024-12-12 21:23:36,154.43,credit
t0037788,a000830,m050,2024-09-14 16:02:56,67.22,debit
t0037789,a000158,m034,2024-12-18 17:56:02,27.01,debit
t0037790,a000763,m059,2024-07-13 21:29:42,79.39,debit
t0037791,a001139,m050,2024-12-31 14:27:03,14.78,debit
t0037792,a001220,m077,2024-07-22 10:22:57,7.34,debit
t0037793,a001317,m016,2024-11-17 11:29:50,13.5,debit
t0037794,a001290,m071,2024-07-24 07:10:11,67.53,debit
t0037795,a000025,m082,2024-10-07 13:13:49,25.76,credit
t0037796,a000898,m002,2024-12-31 20:47:48,154.74,debit
t0037797,a000935,m073,2024-08-25 22:30:45,116.11,debit
t0037798,a001176,m062,2024-09-05 13:48:04,50.81,debit
t0037799,a000991,m022,2024-10-11 02:19:38,3.02,debit
t0037800,a001419,m058,2024-12-25 18:44:38,13.15,debit
t0037801,a000865,m070,2024-10-04 09:44:09,15.62,debit
t0037802,a000098,m096,2024-08-17 15:15:06,14.17,debit
t0037803,a000668,m059,2024-10-08 14:00:06,43.78,debit
t0037804,a000950,m062,2024-09-15 23:36:51,15.82,credit
t0037805,a000304,m033,2024-10-18 12:30:22,16.58,debit
t0037806,a000647,m063,2024-08-15 12:54:09,49.79,debit
t0037807,a000218,m075,2024-10-15 01:17:02,10.72,debit
t0037808,a001411,m059,2024-10-08 00:00:25,35.27,debit
t0037809,a001097,m077,2024-07-30 13:17:59,11.01,debit
t0037810,a000660,m082,2024-10-18 19:24:38,26.6,debit
t0037811,a000129,m069,2024-09-25 12:42:07,29.48,debit
t0037812,a000281,m097,2024-07-27 23:55:21,19.27,debit
t0037813,a000534,m089,2024-12-06 09:08:45,81.69,debit
t0037814,a001195,m096,2024-07-10 18:58:46,15.59,debit
t0037815,a000073,m040,2024-08-11 13:37:43,53.36,debit
t0037816,a000008,m061,2024-08-06 16:42:55,93.29,credit
t0037817,a000734,m086,2024-09-29 14:34:37,71.96,debit
t0037818,a000909,m022,2024-07-16 08:00:54,21.84,debit
t0037819,a000733,m027,2024-07-17 09:54:40,27.85,debit
t0037820,a000594,m065,2024-11-09 00:44:18,13.1,debit
t0037821,a000740,m025,2024-12-24 04:37:57,121.94,debit
t0037822,a000578,m014,2024-10-16 03:31:36,5.92,credit
t0037823,a000217,m059,2024-10-04 19:18:00,15.44,debit
t0037824,a000882,m056,2024-07-21 10:16:36,39.07,debit
t0037825,a000184,m018,2024-09-04 04:25:53,15.19,debit
t0037826,a000261,m064,2024-07-12 11:51:03,23.52,credit
t0037827,a001232,m098,2024-10-05 00:04:00,45.04,debit
t0037828,a000387,m087,2024-07-09 06:32:47,89.71,debit
t0037829,a001002,m029,2024-09-17 03:53:02,51.9,debit
t0037830,a001411,m069,2024-11-15 21:17:31,76.66,credit
t0037831,a000223,m069,2024-07-25 06:21:39,20.12,credit
t0037832,a000412,m014,2024-11-19 08:00:50,78.87,credit
t0037833,a001451,m081,2024-09-23 04:48:09,21.73,credit
t0037834,a001240,m027,2024-09-24 05:02:03,4.89,debit
t0037835,a000334,m007,2024-10-08 09:40:09,20.56,debit
t0037836,a000754,m098,2024-09-29 05:46:39,101.75,debit
t0037837,a001262,m065,2024-09-20 19:01:48,31.2,credit
t0037838,a000715,m043,2024-12-31 07:45:03,15.89,debit
t0037839,a000429,m024,2024-07-28 01:23:12,42.26,debit
t0037840,a000352,m087,2024-10-09 11:03:36,21.06,debit
t0037841,a000989,m057,2024-10-19 02:16:24,17146.72,debit
t0037842,a000815,m049,2024-12-25 19:23:18,87.89,debit
t0037843,a000122,m017,2024-11-02 12:59:48,5.96,debit
t0037844,a000358,m034,2024-09-29 00:44:19,7.45,debit
t0037845,a000557,m005,2024-10-27 16:30:05,4.45,credit
t0037846,a001301,m100,2024-09-13 12:30:38,36.04,debit
t0037847,a000603,m003,2024-11-27 09:37:25,21.9,debit
t0037848,a000612,m087,2024-08-24 02:11:18,15.88,debit
t0037849,a001168,m012,2024-11-26 03:12:33,13.73,debit
t0037850,a001180,m088,2024-09-02 23:03:40,80.51,debit
t0037851,a000841,m054,2024-07-06 20:08:56,9.2,debit
t0037852,a001459,m096,2024-09-17 02:37:28,13.17,credit
t0037853,a000778,m099,2024-10-14 00:03:49,87.31,debit
t0037854,a001017,m047,2024-08-17 22:09:53,25.07,debit
t0037855,a000680,m017,2024-11-15 02:40:31,11.73,debit
t0037856,a000385,m099,2024-07-05 15:11:54,18.32,credit
t0037857,a000080,m054,2024-07-08 01:23:08,8.32,debit
t0037858,a000458,m027,2024-08-22 09:37:06,5.82,debit
t0037859,a001303,m011,2024-12-17 07:58:32,17.87,debit
t0037860,a001377,m013,2024-09-10 15:15:26,31.25,debit
t0037861,a001342,m067,2024-08-18 13:00:13,30.18,debit
t0037862,a001406,m061,2024-11-13 02:23:13,4.06,debit
t0037863,a001117,m083,2024-08-12 19:35:03,110.83,debit
t0037864,a000171,m091,2024-09-12 04:59:33,55.19,debit
t0037865,a001427,m056,2024-07-22 16:38:11,303.53,debit
t0037866,a000754,m049,2024-07-11 07:06:07,27.13,credit
t0037867,a001384,m088,2024-07-20 17:03:58,22.21,debit
t0037868,a000876,m033,2024-12-28 15:45:20,61.36,debit
t0037869,a000234,m087,2024-08-14 10:43:42,87.09,debit
t0037870,a001433,m051,2024-08-25 06:46:02,270.78,debit
t0037871,a001216,m089,2024-08-15 04:59:07,83.36,debit
t0037872,a001365,m011,2024-10-16 07:03:30,49.31,debit
t0037873,a000785,m063,2024-07-30 00:06:20,26.71,debit
t0037874,a000746,m098,2024-07-06 08:02:09,28.25,credit
t0037875,a000545,m079,2024-12-27 13:57:54,37.51,debit
t0037876,a001091,m058,2024-11-20 21:53:44,102.77,credit
t0037877,a001433,m080,2024-10-07 00:01:03,87.45,debit
t0037878,a000657,m070,2024-08-06 05:21:12,133.81,debit
t0037879,a001355,m052,2024-07-15 06:58:00,908.7,debit
t0037880,a001388,m065,2024-10-09 23:28:15,32.99,credit
t0037881,a000021,m077,2024-10-15 08:15:12,15.36,debit
t0037882,a001096,m018,2024-10-08 15:41:32,25.69,debit
t0037883,a000231,m038,2024-09-11 02:32:24,17.79,credit
t0037884,a000286,m079,2024-09-01 19:48:57,18.12,debit
t0037885,a000044,m093,2024-10-23 07:51:58,203.22,debit
t0037886,a000247,m060,2024-11-25 14:19:51,21.08,debit
t0037887,a001155,m090,2024-10-22 06:50:55,31.46,debit
t0037888,a001131,m004,2024-11-14 01:48:44,41.54,debit
t0037889,a001383,m037,2024-09-21 07:23:45,20.51,debit
t0037890,a001225,m004,2024-10-15 18:47:26,10.4,debit
t0037891,a000501,m018,2024-12-17 02:29:49,41.01,credit
t0037892,a001111,m035,2024-10-12 20:08:04,8.63,debit
t0037893,a000853,m014,2024-07-19 22:54:52,7.65,credit
t0037894,a001409,m057,2024-12-11 18:16:27,32.1,debit
t0037895,a000103,m035,2024-09-12 08:03:27,11.46,debit
t0037896,a000207,m052,2024-11-16 13:37:58,10.86,debit
t0037897,a000205,m082,2024-08-14 15:12:44,65.4,debit
t0037898,a001027,m091,2024-07-14 18:15:47,20.23,debit
t0037899,a001172,m007,2024-10-06 07:12:48,22.35,debit
t0037900,a000287,m063,2024-10-25 17:23:54,21.37,debit
t0037901,a000141,m063,2024-11-12 21:18:42,25.75,debit
t0037902,a000500,m076,2024-08-30 03:08:23,62.2,debit
t0037903,a000240,m096,2024-09-08 20:13:25,12.87,debit
t0037904,a001449,m064,2024-08-26 09:51:04,23.02,debit
t0037905,a000484,m005,2024-10-27 00:37:35,6.45,debit
t0037906,a000495,m046,2024-09-06 05:34:43,27.4,debit
t0037907,a000003,m033,2024-11-19 16:27:23,275.39,debit
t0037908,a000378,m041,2024-12-18 09:07:53,23.35,debit
t0037909,a000469,m080,2024-12-28 09:32:11,4.57,debit
t0037910,a001267,m045,2024-07-12 03:43:50,9.22,credit
t0037911,a000100,m093,2024-12-22 19:48:02,27.87,debit
t0037912,a001238,m015,2024-09-27 14:28:37,61.03,debit
t0037913,a001021,m066,2024-08-09 18:52:29,50.44,debit
t0037914,a000196,m050,2024-12-25 06:15:55,17.01,debit
t0037915,a000583,m067,2024-09-09 16:21:03,38.06,debit
t0037916,a000412,m098,2024-11-21 17:35:16,42.59,debit
t0037917,a000031,m003,2024-07-29 04:49:03,48.78,credit
t0037918,a000651,m067,2024-12-25 22:16:41,99.19,debit
t0037919,a000051,m040,2024-12-02 06:58:42,26.29,debit
t0037920,a000362,m092,2024-09-13 16:20:19,14.6,debit
t0037921,a001164,m046,2024-07-06 12:08:43,23.51,debit
t0037922,a000615,m054,2024-11-09 18:31:20,44.33,debit
t0037923,a000363,m065,2024-11-20 08:26:36,24.96,debit
t0037924,a000921,m047,2024-08-24 23:00:40,20.64,debit
t0037925,a000950,m002,2024-09-19 06:35:01,147.82,debit
t0037926,a000414,m067,2024-11-07 00:34:40,14.77,credit
t0037927,a001146,m058,2024-08-06 14:27:34,53.1,debit
t0037928,a000689,m068,2024-07-25 18:20:56,110.79,debit
t0037929,a001292,m092,2024-10-19 01:24:53,13.19,debit
t0037930,a000787,m010,2024-10-05 12:57:24,16.98,debit
t0037931,a001411,m084,2024-11-19 22:42:36,38.94,debit
t0037932,a001122,m076,2024-12-11 14:36:35,78.13,debit
t0037933,a000759,m049,2024-11-14 12:29:22,40.68,debit
t0037934,a000706,m058,2024-11-20 13:11:45,141.35,debit
t0037935,a001180,m083,2024-10-15 06:48:32,23.88,debit
t0037936,a001108,m095,2024-10-25 23:03:08,13.12,debit
t0037937,a001445,m035,2024-12-10 21:26:50,15.58,debit
t0037938,a000867,m050,2024-10-13 22:37:07,103.28,credit
t0037939,a000863,m098,2024-11-12 07:39:13,91.87,credit
t0037940,a001233,m093,2024-07-06 16:00:47,36.63,debit
t0037941,a001423,m100,2024-07-19 12:24:01,26.4,debit
t0037942,a000348,m027,2024-10-18 21:30:14,25.81,debit
t0037943,a001457,m041,2024-09-25 11:45:21,50.36,debit
t0037944,a000211,m028,2024-11-29 11:46:20,7.21,credit
t0037945,a001462,m051,2024-09-21 01:02:21,6.11,credit
t0037946,a001245,m076,2024-09-13 22:48:05,9.73,debit
t0037947,a000297,m085,2024-09-15 22:50:02,90.47,debit
t0037948,a000064,m094,2024-11-18 20:09:40,17.06,debit
t0037949,a000974,m071,2024-10-29 22:01:34,18.19,debit
t0037950,a000681,m085,2024-11-06 10:10:03,36.26,debit
t0037951,a000307,m091,2024-11-07 09:29:01,93.05,debit
t0037952,a000429,m084,2024-10-29 19:40:01,40.64,debit
t0037953,a000933,m020,2024-09-29 14:16:26,66.94,debit
t0037954,a000765,m034,2024-09-07 12:43:47,123.73,debit
t0037955,a001251,m089,2024-11-02 23:41:04,55.23,debit
t0037956,a000231,m007,2024-12-14 20:59:40,13.87,debit
t0037957,a001300,m061,2024-12-25 15:21:15,59.26,debit
t0037958,a000481,m091,2024-11-29 05:11:54,18.88,debit
t0037959,a001105,m044,2024-07-08 06:30:22,11.93,debit
t0037960,a000528,m053,2024-12-10 13:16:33,18.9,debit
t0037961,a000137,m039,2024-09-06 07:00:15,168.58,debit
t0037962,a000672,m087,2024-09-13 10:11:39,21.61,debit
t0037963,a000679,m070,2024-08-22 13:55:27,1.84,debit
t0037964,a000301,m096,2024-10-30 22:31:58,71.53,debit
t0037965,a000506,m020,2024-11-06 21:35:42,116.03,credit
t0037966,a000829,m099,2024-07-10 14:17:03,20.3,debit
t0037967,a000943,m073,2024-08-21 01:52:48,65.79,debit
t0037968,a000646,m045,2024-12-10 09:20:47,52.12,debit
t0037969,a000199,m042,2024-07-24 01:03:09,7574.66,debit
t0037970,a000985,m084,2024-08-08 18:47:36,139.47,debit
t0037971,a000057,m009,2024-10-20 12:43:08,102.67,debit
t0037972,a000641,m097,2024-12-08 05:31:12,13.75,debit
t0037973,a000907,m023,2024-07-14 13:52:51,107.78,debit
t0037974,a000157,m083,2024-12-23 23:45:10,55.9,debit
t0037975,a000741,m009,2024-12-03 17:37:28,36.08,debit
t0037976,a001242,m068,2024-09-19 15:36:07,32.1,debit
t0037977,a000434,m074,2024-09-03 18:31:19,27.78,debit
t0037978,a001183,m037,2024-11-10 03:07:31,47.45,credit
t0037979,a000329,m019,2024-08-29 15:50:45,61.01,credit
t0037980,a000814,m010,2024-11-22 14:21:00,22.34,debit
t0037981,a000860,m015,2024-12-14 18:42:29,12.44,debit
t0037982,a000244,m086,2024-08-18 10:19:29,64.32,credit
t0037983,a001118,m097,2024-10-02 14:06:43,11.28,credit
t0037984,a000056,m043,2024-07-08 03:02:39,39.09,debit
t0037985,a000895,m061,2024-11-26 12:22:55,85.54,debit
t0037986,a001151,m093,2024-10-27 17:00:59,43.64,debit
t0037987,a000170,m055,2024-12-30 21:38:17,100.85,debit
t0037988,a000937,m052,2024-12-11 19:55:23,53.6,debit
t0037989,a000638,m026,2024-09-08 21:38:34,33.29,debit
t0037990,a001394,m014,2024-09-26 05:26:50,3.66,debit
t0037991,a000109,m094,2024-10-04 01:19:03,39.23,debit
t0037992,a001234,m025,2024-12-01 05:45:24,49.04,credit
t0037993,a000280,m091,2024-09-25 20:37:37,97.04,debit
t0037994,a001320,m053,2024-08-22 01:08:58,36.61,debit
t0037995,a001238,m086,2024-10-21 19:10:52,24.05,debit
t0037996,a001203,m014,2024-08-11 06:59:37,37.13,debit
t0037997,a000258,m016,2024-09-30 07:20:09,154.13,debit
t0037998,a001202,m082,2024-10-19 06:00:11,77.35,debit
t0037999,a000560,m068,2024-07-15 20:35:35,12.06,credit
t0038000,a000639,m061,2024-10-12 04:05:25,83.18,debit
t0038001,a000818,m058,2024-12-02 10:07:57,9.97,debit
t0038002,a000930,m082,2024-09-16 09:50:45,10.67,credit
t0038003,a001225,m036,2024-10-24 10:23:19,20.3,debit
t0038004,a000683,m092,2024-07-19 18:10:08,27.76,debit
t0038005,a000679,m073,2024-09-17 11:15:59,7.93,debit
t0038006,a000859,m010,2024-08-30 22:11:48,15.89,debit
t0038007,a000919,m099,2024-07-06 23:27:03,32.14,debit
t0038008,a000777,m061,2024-12-15 20:16:37,22.43,debit
t0038009,a000664,m097,2024-12-24 18:46:58,23.53,debit
t0038010,a000919,m090,2024-09-18 10:52:59,78.41,debit
t0038011,a001151,m056,2024-11-14 09:23:51,23.3,debit
t0038012,a000377,m079,2024-07-21 23:51:20,45.13,credit
t0038013,a001017,m027,2024-12-14 21:11:21,231.04,debit
t0038014,a000693,m013,2024-10-02 03:26:45,23.9,debit
t0038015,a000082,m028,2024-09-27 05:23:28,24.53,debit
t0038016,a000558,m026,2024-10-20 03:01:13,20.73,debit
t0038017,a000459,m092,2024-08-13 18:22:56,72.02,debit
t0038018,a000631,m046,2024-10-25 05:47:32,48.17,debit
t0038019,a000393,m059,2024-10-19 00:02:31,27.63,debit
t0038020,a001185,m017,2024-10-10 21:57:54,6.42,debit
t0038021,a001117,m043,2024-08-06 19:09:39,26.68,debit
t0038022,a001301,m083,2024-08-11 08:59:15,20.83,debit
t0038023,a001002,m088,2024-10-26 01:48:07,25.51,debit
t0038024,a000011,m038,2024-11-17 00:33:13,16.92,debit
t0038025,a000204,m007,2024-12-19 15:18:39,32.83,debit
t0038026,a000322,m052,2024-08-22 12:45:40,15.49,debit
t0038027,a000396,m041,2024-11-29 12:48:38,16.42,credit
t0038028,a000230,m006,2024-07-08 16:53:04,27.92,debit
t0038029,a000786,m045,2024-09-22 08:18:09,30.35,debit
t0038030,a000127,m061,2024-09-29 05:52:13,169.04,debit
t0038031,a001416,m093,2024-08-28 10:04:45,13.29,debit
t0038032,a001305,m095,2024-07-09 13:47:39,35.21,debit
t0038033,a000416,m039,2024-08-06 06:44:42,25.6,debit
t0038034,a000240,m065,2024-09-03 19:17:38,25.7,debit
t0038035,a001389,m020,2024-12-21 07:58:35,3.14,debit
t0038036,a000201,m020,2024-11-03 06:07:07,19.99,debit
t0038037,a000475,m040,2024-11-07 01:20:31,17.7,debit
t0038038,a001273,m013,2024-07-19 20:10:53,39.51,debit
t0038039,a000332,m041,2024-09-04 22:30:06,24.56,debit
t0038040,a000340,m094,2024-12-28 10:52:50,8.91,debit
t0038041,a000938,m054,2024-07-11 19:28:17,13.99,credit
t0038042,a000859,m041,2024-07-26 15:46:18,89.63,debit
t0038043,a001336,m084,2024-10-18 06:16:55,23.21,debit
t0038044,a001279,m096,2024-09-23 02:22:11,21.69,debit
t0038045,a000348,m081,2024-11-20 13:53:03,47.24,debit
t0038046,a001276,m026,2024-12-14 08:28:05,202.11,debit
t0038047,a000503,m003,2024-07-09 03:25:55,11.55,credit
t0038048,a000864,m039,2024-08-07 11:48:14,10.2,credit
t0038049,a000556,m066,2024-07-05 02:21:03,189.66,debit
t0038050,a000580,m040,2024-08-26 20:08:05,104.94,debit
t0038051,a001054,m010,2024-11-17 00:53:00,32.88,debit
t0038052,a000146,m038,2024-10-26 07:12:42,58.94,debit
t0038053,a000489,m041,2024-10-01 09:31:34,34.96,debit
t0038054,a000412,m079,2024-07-15 10:30:58,15.63,debit
t0038055,a000358,m087,2024-11-27 09:16:19,18.56,debit
t0038056,a000843,m044,2024-10-27 11:21:18,29.5,debit
t0038057,a000759,m021,2024-08-03 12:35:11,41.21,credit
t0038058,a000225,m069,2024-09-24 22:17:01,306.06,debit
t0038059,a000943,m066,2024-10-06 12:49:00,16.19,debit
t0038060,a001300,m011,2024-07-10 05:07:38,16.72,debit
t0038061,a001008,m014,2024-11-16 07:09:26,12.5,debit
t0038062,a000502,m037,2024-09-18 01:28:14,31.11,debit
t0038063,a000368,m095,2024-12-19 07:56:12,295.45,credit
t0038064,a000437,m009,2024-09-04 22:44:55,23.26,debit
t0038065,a000398,m056,2024-09-21 00:32:22,25.03,debit
t0038066,a001265,m058,2024-07-05 02:48:25,26.79,credit
t0038067,a000057,m048,2024-08-14 22:30:15,7.23,debit
t0038068,a000305,m098,2024-07-12 21:39:30,24.79,debit
t0038069,a001366,m032,2024-09-05 08:28:10,39.15,credit
t0038070,a000575,m049,2024-10-10 14:41:38,11.75,debit
t0038071,a000396,m050,2024-12-27 07:34:21,107.79,debit
t0038072,a001272,m091,2024-12-01 13:02:06,146.78,debit
t0038073,a001055,m084,2024-07-27 02:58:23,27.01,debit
t0038074,a001285,m032,2024-09-04 11:29:22,15.23,debit
t0038075,a000020,m055,2024-12-05 20:30:25,38.46,debit
t0038076,a001193,m078,2024-11-15 21:58:11,85.56,credit
t0038077,a000768,m056,2024-11-16 07:09:42,289.14,debit
t0038078,a001455,m081,2024-11-03 06:57:58,72.41,debit
t0038079,a000636,m045,2024-07-25 06:50:24,27.16,debit
t0038080,a000486,m001,2024-07-22 10:29:53,205.27,debit
t0038081,a001231,m024,2024-07-11 10:38:37,24.72,credit
t0038082,a001280,m068,2024-11-30 14:21:18,7.78,debit
t0038083,a000988,m023,2024-07-26 13:58:10,32.04,debit
t0038084,a000261,m040,2024-10-31 19:06:40,122.45,credit
t0038085,a000663,m088,2024-07-14 17:44:14,9.49,debit
t0038086,a000415,m095,2024-07-10 21:52:33,54.64,debit
t0038087,a000824,m051,2024-10-05 09:49:20,160.09,credit
t0038088,a000874,m095,2024-12-25 13:34:15,17.38,debit
t0038089,a001010,m041,2024-10-24 09:58:49,57.54,debit
t0038090,a001230,m062,2024-12-09 18:29:07,50.28,debit
t0038091,a001236,m024,2024-12-17 22:59:23,53.4,debit
t0038092,a000236,m029,2024-10-09 06:26:01,10.97,debit
t0038093,a000675,m083,2024-09-06 00:31:24,0.78,debit
t0038094,a000120,m051,2024-11-29 20:10:08,5.3,credit
t0038095,a001245,m090,2024-11-03 03:48:15,18.79,debit
t0038096,a000907,m023,2024-11-12 01:55:10,78.91,debit
t0038097,a001206,m036,2024-08-03 16:51:22,15.83,debit
t0038098,a000033,m026,2024-07-05 06:00:18,21.53,debit
t0038099,a000691,m046,2024-11-12 01:40:19,51.28,credit
t0038100,a000313,m079,2024-07-17 17:22:33,31.35,debit
t0038101,a001430,m011,2024-08-13 05:10:40,10.22,debit
t0038102,a000878,m091,2024-07-17 03:33:23,40.61,debit
t0038103,a000264,m075,2024-07-18 22:34:20,13.11,debit
t0038104,a000142,m006,2024-10-01 19:15:40,45.83,debit
t0038105,a000737,m087,2024-07-07 13:38:11,53.08,debit
t0038106,a000354,m051,2024-07-27 13:52:19,52.65,debit
t0038107,a000229,m061,2024-12-21 11:27:59,46.26,debit
t0038108,a001034,m099,2024-09-19 21:51:08,36.71,debit
t0038109,a000825,m045,2024-09-09 07:27:54,91.02,debit
t0038110,a000089,m015,2024-08-04 20:42:40,168.01,credit
t0038111,a001340,m086,2024-11-14 09:26:59,24.79,credit
t0038112,a000914,m026,2024-10-04 16:23:32,15.95,debit
t0038113,a000218,m060,2024-09-24 20:36:54,7.45,debit
t0038114,a000765,m029,2024-11-02 04:21:58,65.91,debit
t0038115,a001013,m056,2024-08-26 09:13:47,5.25,debit
t0038116,a000218,m047,2024-11-08 12:55:46,11.75,debit
t0038117,a000580,m086,2024-08-22 21:51:45,44.14,debit
t0038118,a001052,m081,2024-12-26 20:55:03,23.07,debit
t0038119,a001197,m064,2024-07-20 06:38:37,28.09,debit
t0038120,a001400,m009,2024-11-25 06:32:18,7.78,credit
t0038121,a001355,m047,2024-11-12 21:15:52,209.41,debit
t0038122,a000534,m027,2024-10-18 14:47:32,292.0,debit
t0038123,a000221,m040,2024-08-30 06:48:44,161.67,debit
t0038124,a001180,m001,2024-12-11 05:40:35,24.72,debit
t0038125,a000694,m043,2024-08-15 19:58:54,27.06,debit
t0038126,a000544,m041,2024-12-25 07:27:07,186.28,debit
t0038127,a000132,m089,2024-10-16 15:04:57,120.75,debit
t0038128,a001412,m069,2024-11-23 15:25:05,33.38,credit
t0038129,a001187,m003,2024-11-14 20:40:16,57.14,debit
t0038130,a001451,m051,2024-12-26 16:07:51,101.0,debit
t0038131,a000502,m080,2024-11-13 22:50:10,191.42,debit
t0038132,a001316,m096,2024-07-09 01:47:23,29.15,credit
t0038133,a000417,m041,2024-10-19 12:43:13,38.49,debit
t0038134,a000915,m009,2024-07-13 10:21:41,12.21,debit
t0038135,a001246,m003,2024-09-19 04:40:13,86.87,credit
t0038136,a001328,m075,2024-07-08 22:32:14,29.44,debit
t0038137,a000404,m046,2024-12-12 14:29:45,15.05,debit
t0038138,a000376,m041,2024-09-28 16:50:52,37.66,debit
t0038139,a000350,m077,2024-10-15 14:16:08,62.14,debit
t0038140,a000542,m046,2024-11-27 08:22:48,3.89,debit
t0038141,a000750,m042,2024-08-31 17:24:51,12.27,debit
t0038142,a000859,m082,2024-07-15 23:16:35,122.32,credit
t0038143,a000916,m062,2024-12-04 05:28:39,38.36,debit
t0038144,a000025,m050,2024-09-30 04:55:26,19.47,debit
t0038145,a001249,m044,2024-08-26 15:09:13,9.41,debit
t0038146,a000033,m033,2024-07-09 17:50:23,108.15,debit
t0038147,a000378,m058,2024-07-08 22:51:46,195.6,debit
t0038148,a000599,m076,2024-10-27 14:46:16,132.41,debit
t0038149,a000835,m085,2024-09-16 11:38:33,5.07,debit
t0038150,a000144,m024,2024-10-13 07:56:31,22.26,debit
t0038151,a000046,m071,2024-12-05 08:20:08,388.32,debit
t0038152,a000153,m012,2024-12-29 02:08:58,10.87,debit
t0038153,a000736,m058,2024-09-10 21:07:01,19.66,debit
t0038154,a000433,m026,2024-10-06 09:16:44,20.68,credit
t0038155,a000175,m058,2024-09-18 07:51:21,21.68,credit
t0038156,a000164,m047,2024-09-01 13:38:55,10.88,debit
t0038157,a000848,m001,2024-10-01 07:21:40,43.44,debit
t0038158,a000828,m072,2024-10-26 00:57:18,145.13,debit
